source,campaign,region,locality,preferred_doctor_gender,reason_for_visit,patient_insured,number_of_match_results,out_network_results_shown,in_network_results_shown,avg_distance_overall,appointment_requested
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,14259.094277154209,t
Branded - Adwords,branded_keywords,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5300.280024700213,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Milpitas,No Pref,Checkup,t,9,6,3,14822.163060817074,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,7942.855373641829,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,8,1,8447.824434750903,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,F,Urgent Issue,t,9,3,6,13360.365110819766,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,f,9,0,0,11529.839743244043,t
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Checkup,t,9,0,9,10242.60276706395,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Emeryville,No Pref,Checkup,t,8,1,7,13725.235674254673,t
Patients,Unknown,Seattle,Seattle,F,Checkup,t,9,3,6,13359.922849095865,t
facebook,austin_doctor_patient_acquisition,Austin,Cedar Park,No Pref,Checkup,f,9,0,0,14889.8632783119,t
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,1753.319842427736,t
facebook,chicago_doctor_patient_acquisition,Chicago,Naperville,No Pref,Checkup,t,6,1,5,15231.767136670203,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,4063.187906125177,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,0,5,18922.2467304616,t
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2511.4246422525302,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bothell,F,Checkup,f,9,0,0,16961.686691810297,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,5730.950286038565,t
www.healthcare.com,branded_keywords,Austin,Austin,No Pref,Checkup,t,9,6,3,13378.77664355376,t
www.healthcare.com,Unknown,Austin,Austin,No Pref,Urgent Issue,f,9,0,0,14257.47839108715,t
facebook,san_diego_doctor_patient_acquisition,San Diego,La Mesa,No Pref,Checkup,t,8,4,4,16671.368175347467,t
facebook,austin_doctor_patient_acquisition,Austin,Manor,No Pref,Checkup,f,8,0,0,20336.766423305464,t
facebook,seattle_doctor_patient_acquisition,Seattle,Bellevue,No Pref,Checkup,f,9,0,0,7015.451009649307,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,14256.804533082019,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5636.569859425892,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,5,4,8815.598480956114,t
facebook,doctor_patient_acquisition,San Francisco,Emeryville,F,Checkup,t,5,4,1,12560.008238228103,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,1,8,9468.783507332026,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,5647.860739366628,t
adwords,search_seattle_local,Seattle,Seattle,No Pref,Checkup,t,9,3,6,8774.376919487422,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,7518.3916703771365,t
facebook,austin_doctor_patient_acquisition,Austin,Pflugerville,No Pref,Specific Treatment,f,9,0,0,13358.172543086215,t
facebook,chicago_doctor_patient_acquisition,Chicago,Naperville,No Pref,Checkup,f,6,0,0,13549.11227892004,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,4,5,13131.366139379776,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3483.1613572300153,t
Patients,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,3503.904325440249,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,2,7,5231.939555174203,t
facebook,denver_doctor_patient_acquisition,Denver,Englewood,No Pref,Checkup,t,5,2,3,19815.091519615118,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,5,4,7146.777704899122,t
jan_2018_high_offer,jan_2018_high_offer,Seattle,Seattle,No Pref,Checkup,t,9,4,5,13464.06511034214,t
Branded - SEO,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,9,2,7,6093.0736014955355,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,7777.888580905409,t
drip_gift_card_4,patient_leads_jun_2018,San Francisco,South San Francisco,No Pref,Checkup,t,9,2,7,15080.535740618065,t
adwords,search_seattle_local,Seattle,Seattle,No Pref,Checkup,f,9,0,0,6689.7287924545935,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,M,Checkup,t,6,2,4,12979.72662765386,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,8,1,11289.059534966636,t
Patients,Unknown,Seattle,Redmond,F,Checkup,t,9,3,6,17592.95800272463,t
adwords,search_sanfrancisco_metro,San Francisco,Berkeley,M,Urgent Issue,f,3,0,0,14314.168224571953,t
instagram.com,Unknown,Austin,Austin,No Pref,Checkup,t,9,1,8,6362.068829860783,t
www.facebook.com,branded_keywords,Austin,Cedar Park,No Pref,Checkup,f,9,0,0,14890.8388088368,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,M,Checkup,t,3,1,2,1911.8792690111402,t
facebook,seattle_doctor_patient_acquisition,Seattle,Pacific,No Pref,Checkup,t,5,4,1,14080.532750505703,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Specific Treatment,t,5,5,0,3203.575748259704,t
facebook,denver_doctor_patient_acquisition,Denver,Englewood,No Pref,Checkup,t,9,3,6,15975.061812225314,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,8360.975065420253,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Emeryville,No Pref,Checkup,t,8,5,3,13538.495654283452,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,1419.2046437571375,t
facebook,san_diego_doctor_patient_acquisition,San Diego,Chula Vista,No Pref,Specific Treatment,f,5,0,0,21339.347754588747,t
facebook,chicago_doctor_patient_acquisition,Chicago,Rolling Meadows,No Pref,Checkup,t,9,6,3,16303.957326547716,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,10347.087040444523,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,1,8,8192.534865094949,t
www.healthcare.com,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Specific Treatment,t,9,3,6,7603.1412728102805,t
facebook,seattle_doctor_patient_acquisition,Seattle,Tacoma,No Pref,Checkup,t,3,2,1,17751.011869687612,t
Branded - Adwords,branded_keywords,Chicago,Chicago,No Pref,Checkup,f,9,0,0,8534.366106550748,t
facebook,seattle_doctor_patient_acquisition,Seattle,Kirkland,No Pref,Checkup,t,9,2,7,7751.835047725091,t
facebook,chicago_doctor_patient_acquisition,Chicago,Orland Park,No Pref,Checkup,t,7,3,4,16016.951121934548,t
facebook,san_francisco_doctor_patient_acquisition,San Jose,San Jose,M,Checkup,t,6,1,5,7684.894860897353,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,0,9,8944.182611526368,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,8,4,4,14510.042804765984,t
facebook,doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,6,3,9111.840876393426,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,f,5,0,0,14368.155654443548,t
Direct,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,2511.052939355665,t
www.healthcare.com,Unknown,Austin,Austin,No Pref,Checkup,f,8,0,0,14624.656973075264,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,5559.2869713745495,t
facebook,doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,6,3,9801.520799763164,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,F,Checkup,t,9,0,9,13341.269555235249,t
adwords,search_seattle_metro,Seattle,Renton,No Pref,Checkup,t,9,0,9,11006.0881291987,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,t,9,0,9,6351.609709939919,t
try.healthcare.com,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,1864.1934066651415,t
facebook,austin_doctor_patient_acquisition,Austin,Pflugerville,M,Specific Treatment,t,5,1,4,17209.339284789545,t
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,6879.110747728149,t
drip_gift_card_4,patient_leads_jun_2018,San Francisco,San Mateo,No Pref,Checkup,t,3,1,2,10530.221710567555,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Urgent Issue,t,9,8,1,13056.82337533275,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,6401.1312330610035,t
Patients,Unknown,San Jose,San Jose,No Pref,Urgent Issue,t,9,2,7,12422.373631500166,t
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Specific Treatment,t,9,9,0,18860.7538321348,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,3457.735418068646,t
adwords,search_austin_local,Austin,Austin,No Pref,Checkup,t,9,8,1,14256.086538645586,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,7210.35750020732,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,M,Checkup,f,7,0,0,10961.345197245097,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,8,1,5902.190736081674,t
facebook,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,2719.478736842633,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,2800.363904418264,t
drip_gift_card_4,patient_leads_jun_2018,San Francisco,Oakland,No Pref,Urgent Issue,t,8,7,1,10437.122976323632,t
facebook,san_francisco_doctor_patient_acquisition,San Jose,San Jose,No Pref,Checkup,t,9,0,9,8610.239438239521,t
adwords,search_chicago_metro,Chicago,Park Ridge,No Pref,Urgent Issue,t,9,6,3,7468.808827751168,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,3,6,6364.075185697665,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,1722.9052920436789,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,1753.7627538631782,t
adwords,search_seattle_metro,Seattle,Bothell,No Pref,Checkup,t,9,2,7,14761.801136879156,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,1,4,6870.6143178644625,t
facebook,san_francisco_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Checkup,t,9,1,8,12840.13260058987,t
Direct,jan_2018_high_offer,Seattle,Seattle,F,Specific Treatment,f,9,0,0,5193.60588231944,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,9779.575820219323,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,11355.90870442103,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,5,3,2508.736252747685,t
facebook,san_diego_doctor_patient_acquisition,San Diego,Spring Valley,M,Checkup,f,8,0,0,16310.210412763168,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Specific Treatment,t,9,0,9,3309.265175966246,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,7,2,12381.252004281172,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,7252.798522940076,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,1753.3909903894516,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Specific Treatment,t,9,8,1,15947.508587949309,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,t,6,3,3,12622.24411443527,t
facebook,san_jose_doctor_patient_acquisition,San Jose,San Jose,No Pref,Urgent Issue,t,9,0,9,8219.821527404843,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2928.8592056770563,t
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,6401.1676313698545,t
facebook,denver_doctor_patient_acquisition,Denver,Thornton,No Pref,Checkup,t,7,3,4,18413.060668658458,t
www.healthcare.com,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,1,8,14742.957004184394,t
www.healthcare.com,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Specific Treatment,t,9,0,9,5628.703513701424,t
facebook,chicago_doctor_patient_acquisition,Chicago,Homewood,No Pref,Checkup,t,3,0,3,17469.83903453147,t
drip_gift_card_4,patient_leads_jun_2018,San Diego,San Diego,F,Checkup,t,3,3,0,12774.474160541638,t
Branded - Adwords,jan_2018_high_offer,Chicago,Chicago,M,Checkup,t,9,0,9,7178.621567347295,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,1,4,8608.121531334838,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,6,2,4,15406.300034749775,t
facebook,seattle_doctor_patient_acquisition,Seattle,Lakewood,No Pref,Checkup,f,2,0,0,21290.53507613278,t
Branded - SEO,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,6,3,3634.622360580095,t
www.healthcare.com,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6688.013273123728,t
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,6709.591943316886,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Redwood City,No Pref,Specific Treatment,t,2,2,0,7828.657734823278,t
Branded - SEO,doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,4064.05808536036,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,9385.548264375591,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,t,9,9,0,13050.639123265888,t
SEO - C/S Page,Unknown,San Diego,San Diego,No Pref,Checkup,f,9,0,0,8729.93909729332,t
Branded - Adwords,branded_keywords,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2868.9923032837987,t
try.healthcare.com,Unknown,Austin,Austin,No Pref,Checkup,t,9,7,2,11841.870911842285,t
try.healthcare.com,Unknown,San Francisco,Oakland,M,Specific Treatment,t,3,3,0,13026.806456439714,t
facebook,doctor_patient_acquisition,Chicago,Des Plaines,No Pref,Checkup,t,9,0,9,13206.481192915866,t
try.healthcare.com,Unknown,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,7263.151807126243,t
adwords,search_austin_local,Austin,Austin,No Pref,Urgent Issue,f,8,0,0,17981.487759541156,t
facebook,us_doctor_patient_ad_testing,Denver,Denver,No Pref,Urgent Issue,t,9,6,3,7148.247994394137,t
facebook,chicago_doctor_patient_acquisition,Chicago,Woodridge,No Pref,Urgent Issue,t,9,3,6,15764.507112780031,t
try.healthcare.com,Unknown,Austin,Austin,M,Specific Treatment,f,7,0,0,14757.67581988379,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,9,0,0,13348.557279252116,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,5,3,2,16767.70813444596,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,2509.2876028922115,t
growsumo,Unknown,Austin,Austin,No Pref,Checkup,t,9,4,5,13940.075625977319,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,F,Checkup,t,7,2,5,10265.313215043503,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,f,8,0,0,14626.335053450677,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,2,7,9544.974276817387,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,F,Checkup,t,3,0,3,15982.769720355242,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,No Pref,Checkup,f,8,0,0,17426.516043199474,t
adwords,search_seattle_local,Seattle,Seattle,No Pref,Urgent Issue,t,9,0,9,18976.318142768898,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,5,4,6611.896483623996,t
growsumo,Unknown,Chicago,Glendale Heights,No Pref,Checkup,t,9,2,7,15360.3300756305,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,Oakland,M,Checkup,t,3,3,0,23537.34278938136,t
facebook,chicago_doctor_patient_acquisition,Chicago,Schaumburg,No Pref,Checkup,t,6,5,1,16179.859456024453,t
Direct,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,3001.491778842892,t
,new,Austin,Round Rock,No Pref,Checkup,f,8,0,0,12629.207997989832,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Sunnyvale,No Pref,Checkup,t,9,2,7,11911.457866100243,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,f,9,0,0,9683.375462845454,t
facebook,toronto_doctor_patient_acquisition,San Francisco,San Mateo,M,Checkup,t,2,1,1,3886.708101724093,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,t,8,2,6,1849.5819861626399,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,5,4,9608.953491517697,t
cancellation,new,San Francisco,San Francisco,No Pref,Checkup,t,9,7,2,6095.675947296914,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,f,9,0,0,5635.381068765205,t
www.healthcare.com,Unknown,San Francisco,San Mateo,M,Checkup,t,2,1,1,3885.6789084582842,t
www.healthcare.com,Unknown,San Jose,San Jose,No Pref,Checkup,t,9,1,8,8023.005450731774,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,6086.524361107136,t
drip_gift_card_4,patient_leads_jun_2018,Denver,Denver,No Pref,Checkup,t,9,4,5,6386.568274079344,t
Patients,Unknown,San Jose,Milpitas,No Pref,Checkup,t,9,6,3,14969.852379457974,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,7,2,9607.136579119016,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,4,5,5502.693714316483,t
Branded - SEO,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,8936.387288756958,t
Branded - Adwords,branded_keywords,Chicago,Chicago,No Pref,Checkup,t,9,9,0,2858.3240759882106,t
Patients,new,Chicago,Chicago,No Pref,Checkup,t,9,4,5,17308.608911769305,t
Branded - SEO,Unknown,San Diego,San Diego,No Pref,Checkup,f,9,0,0,14741.155010119668,t
try.healthcare.com,Unknown,Austin,Austin,No Pref,Checkup,t,5,2,3,13677.697636318791,t
Patients,Unknown,San Jose,San Jose,F,Checkup,t,7,4,3,12145.351919618633,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Specific Treatment,t,9,9,0,4052.4708597712956,t
www.healthcare.com,Unknown,Chicago,Chicago,F,Checkup,t,9,2,7,3562.6369952398168,t
facebook,denver_doctor_patient_acquisition,Denver,Arvada,No Pref,Checkup,t,9,6,3,12576.914670138527,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,8,0,4065.7612946178715,t
Patients,jan_2018_high_offer,Seattle,Seattle,No Pref,Checkup,t,9,7,2,6802.635772026073,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,6362.9888895891345,t
Patients,Unknown,Austin,Austin,No Pref,Checkup,t,9,3,6,14352.884643648431,t
adwords,search_sanfrancisco_local,San Francisco,San Francisco,No Pref,Checkup,f,9,0,0,6742.589842827176,t
adwords,search_seattle_metro,Seattle,Bellevue,No Pref,Urgent Issue,t,9,0,9,7043.094786812205,t
Patients,Unknown,Seattle,Seattle,F,Checkup,t,9,5,4,6416.575611511356,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,6949.790421428429,t
facebook,chicago_doctor_patient_acquisition,Chicago,Bartlett,No Pref,Checkup,t,6,3,3,19865.82798590741,t
drip_gift_card_4,patient_leads_jun_2018,San Francisco,San Francisco,No Pref,Checkup,t,8,7,1,1752.322768480025,t
try.healthcare.com,Unknown,Seattle,Seattle,No Pref,Checkup,t,9,3,6,8473.597141236398,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9504.382837116313,t
Patients,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,4181.17659076207,t
facebook,denver_doctor_patient_acquisition,Denver,Aurora,F,Specific Treatment,t,5,3,2,20322.749296541155,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,3494.61483796952,t
Branded - SEO,Unknown,Austin,Austin,No Pref,Checkup,t,9,4,5,13973.057069941602,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Checkup,t,9,0,9,2056.0459655124187,t
Direct,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,2509.7734973677866,t
Direct,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,9,8,1,6095.180275672115,t
facebook,austin_doctor_patient_acquisition,Austin,Cedar Park,No Pref,Checkup,f,7,0,0,14864.198929110218,t
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,6,3,9466.222902432823,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,5112.183025239778,t
adwords,search_austin_local,Austin,Austin,No Pref,Urgent Issue,f,8,0,0,11215.838710382726,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,6,2,5909.158310950692,t
adwords,search_seattle_metro,Seattle,Auburn,No Pref,Checkup,t,7,0,7,12150.998592281296,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,F,Checkup,t,5,2,3,3205.3169109557616,t
www.healthcare.com,Unknown,Denver,Denver,No Pref,Checkup,t,9,3,6,7292.9695262391715,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,0,9,11503.389418561066,t
facebook,seattle_doctor_patient_acquisition,Seattle,Federal Way,F,Urgent Issue,t,3,3,0,12513.785728114584,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,5,4,3415.0016091835637,t
try.healthcare.com,chicago_doctor_patient_acquisition,Chicago,Chicago,M,Checkup,t,9,5,4,2723.052066733545,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,F,Checkup,t,9,3,6,8660.309654167913,t
adwords,search_chicago_local,Chicago,Richton Park,No Pref,Checkup,t,3,0,3,19284.714268017025,t
facebook,austin_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,4,5,6709.929642189533,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2077.703593429823,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,M,Checkup,t,3,2,1,1412.2767709315574,t
facebook,austin_doctor_patient_acquisition,Austin,Austin,No Pref,Checkup,t,9,4,5,16126.932371193992,t
drip_gift_card_4,patient_leads_jun_2018,Denver,Denver,No Pref,Checkup,t,9,6,3,7247.84056842948,t
facebook,chicago_doctor_patient_acquisition,Chicago,Oswego,No Pref,Checkup,t,3,1,2,19269.868310962847,t
try.healthcare.com,Unknown,Chicago,Chicago,No Pref,Checkup,t,9,0,9,4750.638415658034,t
try.healthcare.com,Unknown,Austin,Leander,F,Checkup,t,3,2,1,22373.944813302445,t
try.healthcare.com,Unknown,San Francisco,Emeryville,No Pref,Checkup,f,8,0,0,13539.446599931609,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Checkup,f,8,0,0,3237.334277416005,t
facebook,seattle_doctor_patient_acquisition,San Diego,San Diego,No Pref,Checkup,f,9,0,0,6785.750230382587,t
Branded - SEO,Unknown,San Francisco,San Francisco,No Pref,Checkup,t,8,1,7,2119.0369101734655,t
drip_gift_card_4,patient_leads_jun_2018,San Jose,San Jose,F,Checkup,t,7,4,3,8918.236502155542,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,3,6,8814.151571365706,t
try.healthcare.com,Unknown,San Francisco,South San Francisco,M,Checkup,t,5,5,0,15852.655688062405,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,t,9,5,4,10474.83422422326,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Checkup,f,9,0,0,8201.371389984803,t
facebook,seattle_doctor_patient_acquisition,Seattle,Seattle,No Pref,Checkup,t,9,6,3,17364.816048685338,t
facebook,denver_doctor_patient_acquisition,Denver,Denver,No Pref,Specific Treatment,f,9,0,0,15527.025146027061,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,t,9,0,9,9803.600818563042,t
facebook,san_diego_doctor_patient_acquisition,San Diego,San Diego,No Pref,Urgent Issue,t,9,9,0,6785.582172230629,t
Patients,Unknown,Denver,Denver,No Pref,Checkup,t,9,3,6,6804.450950582446,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Specific Treatment,f,5,0,0,7654.692293111178,t
try.healthcare.com,Unknown,Chicago,Elmwood Park,F,Checkup,t,9,9,0,13705.161102805745,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Urgent Issue,f,9,0,0,2855.5901550529356,t
facebook,seattle_doctor_patient_acquisition,Seattle,Puyallup,No Pref,Urgent Issue,t,2,1,1,18342.0753498788,t
SEO - C/S Page,Unknown,Chicago,Chicago,F,Urgent Issue,t,9,9,0,9089.814285464454,t
facebook,san_jose_doctor_patient_acquisition,San Jose,Milpitas,No Pref,Checkup,t,9,7,2,14719.268541359268,t
facebook,chicago_doctor_patient_acquisition,Chicago,Glen Ellyn,No Pref,Checkup,f,7,0,0,10660.02007206095,t
facebook,san_francisco_doctor_patient_acquisition,San Francisco,San Francisco,No Pref,Urgent Issue,t,8,1,7,1496.3634463793092,t
facebook,chicago_doctor_patient_acquisition,Chicago,Chicago,No Pref,Checkup,t,9,0,9,9804.1371670288,t
adwords,search_chicago_local,Chicago,Chicago,No Pref,Specific Treatment,t,9,0,9,18101.16332905483,t
facebook,seattle_doctor_patient_acquisition,Seattle,Renton,No Pref,Checkup,t,9,0,9,11326.72129777911,t
jan_2018_high_offer,jan_2018_high_offer,Seattle,Seattle,No Pref,Checkup,t,9,0,9,8256.397138147178,t
